SenderReplyDiff,checkAttachments,subjReply,subjForward,subjNoOfWords,subjNoOfChar,subjVerify,subjDebit,subjBank,script_exist,checkPopup,checkJS,NoOnClick,html_exist,form_exist,noFunctionWords,avgDomainLength,noWords,check_suspend,check_verify,noOfURLs,noOfLinks,checkIP,checkAtSym,checkURLShorten,checkImg,checkPort,Phishing
1,0,True,False,5,36,False,False,False,False,0,0,0,True,False,1,0,87,False,False,3,0,1,1,1,0,1,0
1,0,False,False,4,40,False,False,False,False,0,0,0,True,False,1,0,334,False,False,3,0,1,1,1,0,1,0
1,0,False,False,6,46,False,False,False,False,0,0,0,True,False,1,0,381,False,False,3,0,1,1,1,0,1,0
1,0,True,False,5,31,False,False,False,False,0,0,0,True,False,2,0,95,False,False,3,0,1,1,1,0,1,0
1,0,False,False,10,54,False,False,False,False,0,0,0,True,False,1,0,412,False,False,2,0,1,1,1,0,1,0
1,0,False,False,8,58,False,False,False,False,0,0,0,True,False,1,0,384,False,False,4,0,1,1,1,0,1,0
1,0,True,False,5,34,False,False,False,False,0,0,0,True,False,1,0,238,False,False,2,0,1,1,1,0,1,0
1,0,True,False,7,43,False,False,False,False,0,0,0,True,False,0,0,157,False,False,2,0,1,1,1,0,1,0
1,0,True,False,6,45,False,False,False,False,0,0,0,True,False,0,0,134,False,False,0,0,1,1,1,0,1,0
1,0,True,False,9,52,False,False,False,False,0,0,0,True,False,0,0,222,False,False,1,0,1,1,1,0,1,0
1,0,True,False,6,34,False,False,False,False,0,0,0,True,False,1,0,276,False,False,0,0,1,1,1,0,1,0
1,0,True,False,4,38,False,False,False,False,0,0,0,True,False,0,0,67,False,False,1,0,1,1,1,0,1,0
1,0,True,False,4,38,False,False,False,False,0,0,0,True,False,0,0,102,False,False,0,0,1,1,1,0,1,0
1,0,True,False,4,38,False,False,False,False,0,0,0,True,False,1,0,263,False,False,1,0,1,1,1,0,1,0
1,0,False,False,1,9,False,False,False,False,0,0,0,True,False,0,0,21,False,False,0,0,1,1,1,0,1,0
1,0,True,False,13,76,False,False,False,False,0,0,0,True,False,1,0,99,False,False,2,0,1,1,1,0,1,0
1,0,True,False,5,39,False,False,False,False,0,0,0,True,False,1,0,161,False,False,2,0,1,1,1,0,1,0
1,0,False,False,5,31,False,False,False,False,0,0,0,True,False,1,0,61,False,False,3,0,1,1,1,0,1,0
1,0,True,False,6,35,False,False,False,False,0,0,0,True,False,1,0,73,False,False,2,0,1,1,1,0,1,0
1,0,False,False,6,29,False,False,False,False,0,0,0,True,False,1,0,118,False,False,1,0,1,1,1,0,1,0
1,0,False,False,5,28,False,False,False,False,0,0,0,True,False,1,0,67,False,False,2,0,1,1,1,0,1,0
1,0,True,False,7,33,False,False,False,False,0,0,0,True,False,1,0,220,False,False,2,0,1,1,1,0,1,0
1,0,False,False,2,13,False,False,False,False,0,0,0,True,False,1,0,81,False,False,1,0,1,1,1,0,1,0
1,0,True,False,6,32,False,False,False,False,0,0,0,True,False,1,0,127,False,False,1,0,1,1,1,0,1,0
1,0,True,False,6,32,False,False,False,False,0,0,0,True,False,1,0,58,False,False,1,0,1,1,1,0,1,0
1,0,True,False,8,45,False,False,False,False,0,0,0,True,False,1,0,381,False,False,1,0,1,1,1,0,1,0
1,0,True,False,3,17,False,False,False,False,0,0,0,True,False,2,0,133,False,False,2,0,1,1,1,0,1,0
1,0,False,False,11,62,False,False,False,False,0,0,0,True,False,1,0,112,False,False,1,0,1,1,1,0,1,0
1,0,True,False,12,66,False,False,False,False,0,0,0,True,False,1,0,122,False,False,2,0,1,1,1,0,1,0
1,0,True,False,6,32,False,False,False,False,0,0,0,True,False,1,0,155,False,False,1,0,1,1,1,0,1,0
1,0,True,False,12,66,False,False,False,False,0,0,0,True,False,1,0,133,False,False,1,0,1,1,1,0,1,0
1,0,False,False,7,42,False,False,False,False,0,0,0,True,False,1,0,198,False,False,1,0,1,1,1,0,1,0
